respondent_id,age,gender,nationality_region,emirate,education_level,field_of_study,target_industry,years_experience,career_stage,employment_status,monthly_income_aed,goal_type,primary_challenge,signup_channel,subscription_tier,months_active,sessions_attended,messages_sent,num_mentors,mentor_industry_match,mentor_match_score,avg_session_rating,response_time_hours,goals_completed,income_growth_pct,skills_gained,confidence_score,referred_friend,days_to_subscribe,churned,career_outcome
MM1098,30,Male,MENA (Arab),Dubai,Master's,Other,Logistics & Supply Chain,1.4,Entry-Level,Employed,6200.0,Job Placement,Limited Professional Network,Referral,Free,6,6,19,1,No,29,2.2,2,0,-12.3,1,1.0,No,,,Limited
MM1099,33,Male,South Asian,Dubai,Bachelor's,IT / Computer Science,Retail,3.9,Junior,Employed,6400.0,Career Switch,Skills Gap,Instagram,Basic,8,18,37,3,Yes,80,,23,4,33.0,8,4.8,No,15.0,No,Positive
MM1100,34,Male,South Asian,Dubai,Diploma,Healthcare,Real Estate,7.6,Mid-Level,Employed,19100.0,Networking,Limited Professional Network,LinkedIn,Basic,10,3,7,2,Yes,68,4.7,7,1,25.8,1,6.7,Yes,3.0,No,Positive
MM1101,33,Male,South Asian,Abu Dhabi,Bachelor's,Business,Finance & Banking,4.5,Junior,Underemployed,10000.0,Salary Increase,Interview Preparation,University Partnership,Free,5,0,0,0,Yes,0,0.0,19,0,-15.0,0,1.0,No,,,Limited
MM1102,31,Female,MENA (Arab),Sharjah,Bachelor's,Engineering,Marketing & Media,8.4,Mid-Level,Underemployed,11300.0,Skill Development,Skills Gap,Instagram,Basic,4,8,36,2,Yes,72,4.8,2,5,43.8,5,6.5,No,18.0,No,Positive
MM1103,31,Male,East/SE Asian,Sharjah,Master's,Other,Finance & Banking,8.6,Mid-Level,Unemployed,0.0,Skill Development,Skills Gap,Instagram,Free,8,2,3,1,No,38,2.7,3,0,-7.0,1,3.4,Yes,,,Limited
MM1104,30,Male,South Asian,Dubai,Diploma,Engineering,Technology / IT,4.1,Junior,Employed,13000.0,Networking,Career Direction,LinkedIn,Free,10,5,7,1,Yes,62,3.1,24,3,-5.8,2,2.4,No,,,Limited
MM1105,23,Female,MENA (Arab),Dubai,Diploma,Finance,Finance & Banking,0.0,Student / Fresh Grad,Employed,5800.0,Skill Development,Salary Negotiation,University Partnership,Free,10,8,35,1,No,42,2.9,31,1,-11.5,3,2.5,No,,,Limited
MM1106,31,Male,MENA (Arab),Dubai,Master's,Other,Construction,6.0,Mid-Level,Employed,13300.0,Job Placement,Skills Gap,Google Search,Free,10,6,29,1,No,39,2.5,13,0,11.9,2,2.2,No,,,Limited
MM1107,21,Female,South Asian,Dubai,Bachelor's,IT / Computer Science,Finance & Banking,0.9,Student / Fresh Grad,Underemployed,4200.0,Promotion,Skills Gap,LinkedIn,Basic,9,11,41,1,Yes,79,2.8,5,1,2.1,2,2.8,Yes,6.0,No,Limited
MM1108,24,Female,South Asian,Dubai,Master's,Engineering,Hospitality & Tourism,0.1,Student / Fresh Grad,Employed,3800.0,Skill Development,Career Direction,Referral,Free,1,4,13,1,No,54,3.2,13,0,-15.0,2,1.5,No,,,Limited
MM1109,34,Male,South Asian,Abu Dhabi,Diploma,IT / Computer Science,Real Estate,0.4,Student / Fresh Grad,Student,0.0,Promotion,Career Direction,LinkedIn,Basic,22,27,123,2,Yes,84,3.8,9,7,40.3,10,6.0,No,4.0,No,Positive
MM1110,32,Female,MENA (Arab),Dubai,Master's,Business,Consulting,6.3,Mid-Level,Employed,15400.0,Salary Increase,Interview Preparation,Referral,Premium,13,16,58,1,Yes,76,3.3,3,4,-5.0,5,4.9,No,4.0,No,Positive
MM1111,35,Female,MENA (Arab),Sharjah,Diploma,Business,Technology / IT,4.1,Junior,Employed,9600.0,Promotion,Salary Negotiation,Instagram,Free,4,7,30,1,Yes,53,3.1,15,2,-7.0,1,3.8,No,,,Limited
MM1112,27,Female,Western,Dubai,Diploma,Business,Logistics & Supply Chain,3.4,Junior,Underemployed,5500.0,Job Placement,Career Direction,LinkedIn,Basic,12,10,12,1,Yes,77,4.3,15,6,35.8,7,4.2,No,18.0,No,Positive
MM1113,22,Female,East/SE Asian,Dubai,Bachelor's,Arts & Humanities,Marketing & Media,4.4,Junior,Employed,8900.0,Job Placement,Career Direction,Referral,Basic,4,7,61,1,Yes,63,3.9,14,2,6.2,3,5.4,No,15.0,No,Positive
MM1114,27,Female,Western,Sharjah,Bachelor's,Finance,Real Estate,0.4,Student / Fresh Grad,Employed,5100.0,Networking,Limited Professional Network,University Partnership,Basic,10,12,67,4,Yes,68,3.4,4,5,27.5,7,5.9,Yes,6.0,No,Positive
MM1115,28,Female,African,Abu Dhabi,Bachelor's,Engineering,Real Estate,2.4,Entry-Level,Underemployed,5300.0,Job Placement,Career Direction,Instagram,Free,5,2,16,1,Yes,67,3.7,11,0,3.6,1,2.6,No,,,Limited
MM1116,28,Male,Western,Dubai,Diploma,Engineering,Logistics & Supply Chain,1.6,Entry-Level,Underemployed,4700.0,Networking,Interview Preparation,LinkedIn,Basic,4,4,9,4,Yes,70,2.7,1,2,10.0,4,5.0,No,13.0,Yes,Limited
MM1117,33,Female,East/SE Asian,Abu Dhabi,Diploma,Marketing,Marketing & Media,3.2,Junior,Employed,7000.0,Job Placement,Interview Preparation,University Partnership,Free,2,4,15,1,Yes,58,3.5,18,1,1.2,1,3.2,No,,,Limited
MM1118,26,Female,East/SE Asian,Dubai,Master's,Arts & Humanities,Real Estate,3.3,Junior,Unemployed,0.0,Career Switch,Skills Gap,LinkedIn,Free,8,9,24,1,No,37,3.1,7,3,13.5,4,5.4,No,,,Positive
MM1119,30,Female,Western,Dubai,Bachelor's,Engineering,Real Estate,4.3,Junior,Employed,10200.0,Networking,Visa / Sponsorship,Instagram,Free,8,6,11,1,No,58,3.2,1,2,11.0,2,2.5,No,,,Limited
MM1120,23,Female,Western,Dubai,Bachelor's,Engineering,Finance & Banking,4.8,Junior,Employed,12500.0,Career Switch,Salary Negotiation,Instagram,Free,3,6,26,1,No,47,3.3,9,3,-15.0,4,2.1,No,,,Limited
MM1121,30,Male,African,Dubai,Master's,Healthcare,Finance & Banking,0.4,Student / Fresh Grad,Student,0.0,Networking,Interview Preparation,LinkedIn,Basic,6,9,42,1,Yes,77,3.6,14,1,4.7,1,4.8,Yes,4.0,No,Positive
MM1122,28,Female,MENA (Arab),Abu Dhabi,Diploma,Arts & Humanities,Finance & Banking,2.4,Entry-Level,Employed,8700.0,Job Placement,Limited Professional Network,LinkedIn,Basic,9,4,10,2,No,63,2.8,15,3,4.6,4,4.1,No,2.0,No,Limited
MM1123,24,Female,MENA (Arab),Dubai,Master's,Arts & Humanities,Finance & Banking,2.9,Entry-Level,Employed,9900.0,Promotion,Interview Preparation,LinkedIn,Free,4,4,1,1,Yes,72,4.4,27,2,22.7,1,5.2,No,,,Positive
MM1124,27,Male,MENA (Arab),Abu Dhabi,Bachelor's,Engineering,Finance & Banking,0.9,Student / Fresh Grad,Student,0.0,Promotion,Limited Professional Network,LinkedIn,Free,19,8,43,1,No,48,3.8,50,3,10.4,4,3.9,No,,,Positive
MM1125,27,Male,East/SE Asian,Abu Dhabi,Bachelor's,Business,Logistics & Supply Chain,0.8,Student / Fresh Grad,Student,0.0,Salary Increase,Skills Gap,Instagram,Free,8,4,12,1,No,47,3.1,13,0,-6.5,2,1.0,Yes,,,Limited
MM1126,27,Male,MENA (Arab),Dubai,Diploma,IT / Computer Science,Marketing & Media,0.7,Student / Fresh Grad,Student,0.0,Job Placement,Interview Preparation,Google Search,Free,5,8,21,1,No,40,2.3,11,1,-3.4,0,3.1,No,,,Positive
MM1127,37,Male,Western, Dubai ,Master's,Engineering,Logistics & Supply Chain,5.3,Junior,Employed,10700.0,Career Switch,Interview Preparation,LinkedIn,Basic,13,8,38,3,No,54,2.1,10,4,1.8,3,5.6,No,18.0,No,Positive
MM1128,28,Female,Western,Dubai,Bachelor's,Arts & Humanities,Healthcare,0.5,Student / Fresh Grad,Underemployed,3900.0,Skill Development,Limited Professional Network,Referral,Basic,10,9,16,3,Yes,74,4.6,6,4,36.6,5,8.8,Yes,8.0,No,Positive
MM1129,27,Male,African,Abu Dhabi,Bachelor's,Business,Healthcare,0.7,Student / Fresh Grad,Unemployed,0.0,Salary Increase,Limited Professional Network,Instagram,Free,7,7,21,1,Yes,55,3.3,5,1,10.2,2,5.0,Yes,,,Positive
MM1130,20,Male,South Asian,Abu Dhabi,PhD,Finance,Finance & Banking,3.1,Junior,Employed,11900.0,Networking,Visa / Sponsorship,LinkedIn,Free,8,9,28,1,Yes,65,3.9,4,3,18.9,3,4.4,No,,,Positive
MM1131,24,Female,Western,Abu Dhabi,Bachelor's,Arts & Humanities,Consulting,3.9,Junior,Employed,9900.0,Networking,Interview Preparation,Instagram,Free,10,8,39,1,No,63,3.0,12,3,7.1,3,3.3,Yes,,,Limited
MM1132,27,Female,Western,Dubai,Master's,Other,Technology / IT,2.8,Entry-Level,Employed,12500.0,Promotion,Career Direction,LinkedIn,Premium,7,10,23,1,No,64,3.3,25,2,32.9,2,3.8,Yes,3.0,No,Positive
MM1133,25,Female,African,Dubai,Master's,Finance,Hospitality & Tourism,1.1,Entry-Level,Unemployed,0.0,Promotion,Salary Negotiation,Referral,Free,1,6,18,1,No,38,3.0,9,0,-11.5,1,1.6,No,,,Limited
MM1134,35,Female,East/SE Asian,Dubai,Master's,Other,Retail,0.8,Student / Fresh Grad,Student,0.0,Networking,Salary Negotiation,Instagram,Free,12,11,68,1,Yes,58,3.5,21,1,28.4,1,4.3,No,,,Positive
MM1135,27,Female,MENA (Arab),Dubai,Master's,Business,Logistics & Supply Chain,3.0,Junior,Employed,9300.0,Networking,Visa / Sponsorship,Referral,Basic,8,7,26,4,Yes,58,3.4,25,3,22.4,4,4.8,No,4.0,Yes,Positive
MM1136,34,Female,MENA (Arab),Abu Dhabi,PhD,Engineering,Technology / IT,2.6,Entry-Level,Employed,8600.0,Networking,Limited Professional Network,University Partnership,Free,4,7,38,1,No,62,3.0,21,1,3.6,1,2.7,No,,,Limited
MM1137,28,Female,South Asian,Dubai,Diploma,Business,Marketing & Media,2.1,Entry-Level,Unemployed,0.0,Networking,Career Direction,LinkedIn,Free,3,3,19,1,Yes,63,3.0,23,1,7.2,1,6.1,Yes,,,Positive
MM1138,28,Male,African,Dubai,Master's,Other,Finance & Banking,5.1,Junior,Employed,17700.0,Networking,Skills Gap,University Partnership,Basic,4,6,21,1,Yes,64,3.4,1,2,18.3,4,4.9,No,2.0,No,Positive
MM1139,28,Female,South Asian,Dubai,Master's,Arts & Humanities,Finance & Banking,2.4,Entry-Level,Underemployed,6600.0,Job Placement,Limited Professional Network,LinkedIn,Free,7,2,2,2,No,45,2.4,11,1,-0.6,2,3.5,No,,,Limited
MM1140,28,Male,Western,Dubai,Bachelor's,Business,Finance & Banking,0.7,Student / Fresh Grad,Underemployed,4300.0,Career Switch,Skills Gap,LinkedIn,Free,6,2,27,2,Yes,51,2.9,3,2,13.2,1,2.9,No,,,Limited
MM1141,36,Male,Western,Abu Dhabi,Bachelor's,Business,Technology / IT,2.1,Entry-Level,Unemployed,0.0,Salary Increase,Interview Preparation,LinkedIn,Basic,13,14,44,1,No,68,3.4,4,2,12.8,3,5.0,Yes,4.0,Yes,Positive
MM1142,20,Male,MENA (Arab),Dubai,PhD,Engineering,Consulting,4.2,Junior,Employed,13100.0,Promotion,Visa / Sponsorship,Google Search,Premium,12,19,83,2,Yes,97,4.1,1,6,39.6,8,7.3,No,6.0,No,Positive
MM1143,20,Female,South Asian,Sharjah,Bachelor's,Engineering,Real Estate,2.3,Entry-Level,Unemployed,0.0,Job Placement,Limited Professional Network,Referral,Basic,11,16,27,2,No,46,4.0,14,5,33.1,5,5.5,Yes,13.0,No,Positive
MM1144,25,Female,South Asian,Sharjah,Bachelor's,Healthcare,Finance & Banking,4.2,Junior,Employed,13200.0,Promotion,Interview Preparation,University Partnership,Premium,14,16,70,1,Yes,89,3.5,1,5,19.5,8,6.0,No,18.0,No,Positive
MM1145,28,Male,East/SE Asian,Sharjah,Bachelor's,Business,Retail,4.8,Junior,Employed,9300.0,Skill Development,Limited Professional Network,Referral,Free,7,2,1,1,Yes,60,3.4,4,0,13.4,0,4.3,No,,,Positive
MM1146,31,Female,MENA (Arab),Abu Dhabi,Bachelor's,Healthcare,Hospitality & Tourism,2.4,Entry-Level,Employed,6400.0,Networking,Skills Gap,Instagram,Free,15,8,48,1,No,61,2.5,12,2,18.4,2,4.6,Yes,,,Positive
MM1147,30,Male,South Asian,Abu Dhabi,Master's,IT / Computer Science,Real Estate,2.8,Entry-Level,Employed,8200.0,Networking,Salary Negotiation,University Partnership,Free,3,5,32,1,No,33,3.3,2,2,-1.3,2,3.8,No,,,Limited
MM1148,26,Female,Western,Abu Dhabi,Diploma,Engineering,Hospitality & Tourism,2.2,Entry-Level,Unemployed,0.0,Job Placement,Career Direction,University Partnership,Basic,13,9,46,1,No,61,3.0,43,2,11.7,4,3.9,Yes,10.0,Yes,Positive
MM1149,33,Female,South Asian,Dubai,Master's,Business,Hospitality & Tourism,4.3,Junior,Employed,5600.0,Promotion,Visa / Sponsorship,Google Search,Basic,3,7,42,1,No,55,3.2,7,1,27.4,0,4.8,No,10.0,Yes,Positive
MM1150,33,Female,East/SE Asian,Dubai,Master's,Other,Hospitality & Tourism,2.1,Entry-Level,Employed,6400.0,Job Placement,Limited Professional Network,Referral,Free,1,4,8,1,No,56,3.6,28,0,0.4,2,3.1,No,,,Limited
MM1151,29,Female,South Asian,Abu Dhabi,Bachelor's,Finance,Healthcare,4.0,Junior,Employed,10200.0,Salary Increase,Skills Gap,Google Search,Basic,4,7,23,3,No,60,3.7,1,2,17.8,4,3.7,No,11.0,Yes,Limited
MM1152,33,Male,South Asian,Dubai,Master's,IT / Computer Science,Construction,3.3,Junior,Employed,9600.0,Job Placement,Visa / Sponsorship,LinkedIn,Basic,7,13,37,2,No,59,2.7,12,2,-2.4,3,3.2,No,14.0,Yes,Limited
MM1153,29,Male,South Asian,Dubai,Bachelor's,Engineering,Technology / IT,0.4,Student / Fresh Grad,Student,0.0,Skill Development,Career Direction,University Partnership,Free,1,5,30,1,Yes,61,3.8,19,5,24.3,5,4.2,No,,,Positive
MM1154,25,Female,MENA (Arab),Sharjah,Master's,Arts & Humanities,Hospitality & Tourism,4.1,Junior,Employed,8600.0,Promotion,Interview Preparation,University Partnership,Free,5,10,50,1,No,64,3.4,6,0,29.3,2,6.3,No,,,Positive
MM1155,31,Female,MENA (Arab),Dubai,Master's,Healthcare,Finance & Banking,3.1,Junior,Underemployed,6600.0,Skill Development,Skills Gap,Referral,Free,4,2,0,1,No,48,3.9,22,0,9.7,1,3.6,No,,,Limited
MM1156,29,Male,Western,Dubai,Bachelor's,Healthcare,Logistics & Supply Chain,6.7,Mid-Level,Underemployed,,Promotion,Salary Negotiation,LinkedIn,Basic,21,18,92,1,Yes,79,4.4,4,5,32.1,6,7.1,Yes,8.0,No,Positive
MM1157,28,Male,MENA (Arab),Abu Dhabi,Master's,Finance,Technology / IT,0.9,Student / Fresh Grad,Student,0.0,Skill Development,Visa / Sponsorship,LinkedIn,Free,2,6,21,1,No,56,4.2,9,1,21.9,2,3.4,No,,,Positive
MM1158,35,Male,South Asian,Dubai,Bachelor's,Arts & Humanities,Technology / IT,3.4,Junior,Employed,11700.0,Skill Development,Skills Gap,University Partnership,Free,6,5,5,1,No,58,2.7,6,1,12.0,1,5.3,No,,,Limited
MM1159,20,Male,South Asian,Sharjah,Bachelor's,Engineering,Retail,1.9,Entry-Level,Unemployed,0.0,Job Placement,Career Direction,Google Search,Free,8,9,52,1,No,41,3.4,23,3,-15.0,4,1.3,No,,,Limited
MM1160,21,Male,South Asian,Dubai,Master's,Marketing,Healthcare,0.4,Student / Fresh Grad,Unemployed,0.0,Career Switch,Limited Professional Network,Google Search,Free,1,3,18,3,Yes,68,2.7,16,4,10.1,6,6.5,Yes,,,Positive
MM1161,22,Male,East/SE Asian,Sharjah,Bachelor's,IT / Computer Science,Finance & Banking,0.3,Student / Fresh Grad,Student,0.0,Promotion,Visa / Sponsorship,University Partnership,Free,15,7,0,1,No,53,4.0,15,2,5.8,2,3.0,No,,,Limited
MM1162,26,Female,South Asian,Abu Dhabi,Bachelor's,Finance,Technology / IT,7.6,Mid-Level,Employed,18900.0,Career Switch,Career Direction,Instagram,Basic,11,8,43,1,Yes,60,4.1,11,3,13.7,4,5.1,Yes,14.0,Yes,Positive
MM1163,27,Male,African,Dubai,Bachelor's,Other,Real Estate,3.4,Junior,Employed,9300.0,Networking,Skills Gap,University Partnership,Basic,14,12,14,1,Yes,69,4.0,12,1,23.2,2,4.7,No,9.0,No,Positive
MM1164,21,Male,South Asian,Dubai,Bachelor's,Other,Retail,2.4,Entry-Level,Employed,7700.0,Career Switch,Visa / Sponsorship,LinkedIn,Free,7,3,1,1,No,71,3.3,7,0,14.6,0,4.5,No,,,Limited
MM1165,23,Male,South Asian,Dubai,Master's,IT / Computer Science,Real Estate,0.6,Student / Fresh Grad,Student,0.0,Networking,Limited Professional Network,LinkedIn,Free,3,3,6,3,No,46,3.5,21,3,-0.3,2,3.2,No,,,Limited
MM1166,24,Male,South Asian,Dubai,Diploma,Finance,Technology / IT,7.3,Mid-Level,Employed,15900.0,Job Placement,Skills Gap,Instagram,Basic,3,5,15,2,Yes,68,3.2,2,4,-3.2,2,5.6,No,16.0,No,Positive
MM1167,40,Female,South Asian,Dubai,Bachelor's,Arts & Humanities,Healthcare,1.5,Entry-Level,Employed,6800.0,Networking,Skills Gap,Instagram,Free,10,7,24,1,No,54,3.4,15,1,-1.0,3,2.0,No,,,Limited
MM1168,37,Male,Western,Ras Al Khaimah,Bachelor's,Other,Real Estate,3.5,Junior,Unemployed,0.0,Job Placement,Skills Gap,Instagram,Free,4,6,15,1,Yes,57,3.3,12,0,19.5,1,5.6,Yes,,,Positive
MM1169,26,Female,MENA (Arab),Dubai,Master's,Marketing,Finance & Banking,3.0,Junior,Employed,8900.0,Promotion,Visa / Sponsorship,Google Search,Free,1,0,10,0,Yes,0,0.0,9,0,-15.0,0,2.3,No,,,Limited
MM1170,26,Female,South Asian,Sharjah,Bachelor's,Business,Logistics & Supply Chain,9.7,Mid-Level,Employed,18700.0,Career Switch,Visa / Sponsorship,LinkedIn,Premium,8,15,106,1,Yes,76,3.2,4,3,15.1,4,4.4,Yes,6.0,No,Positive
MM1171,22,Male,MENA (Arab),Dubai,Bachelor's,Engineering,Finance & Banking,2.7,Entry-Level,Unemployed,0.0,Skill Development,Interview Preparation,Referral,Free,6,4,6,2,No,54,4.5,15,1,-7.0,1,2.8,No,,,Limited
MM1172,20,Female,MENA (Arab),Ras Al Khaimah,Bachelor's,Arts & Humanities,Construction,1.8,Entry-Level,Employed,,Job Placement,Career Direction,LinkedIn,Basic,15,6,30,2,No,58,3.4,17,1,7.9,1,3.6,No,10.0,No,Limited
MM1173,27,Female,African,Dubai,Bachelor's,Marketing,Marketing & Media,3.4,Junior,Employed,7700.0,Networking,Interview Preparation,Google Search,Free,5,4,16,1,No,68,3.6,14,1,-14.2,1,1.0,No,,,Limited
MM1174,23,Male,African,Dubai,Master's,Marketing,Finance & Banking,3.7,Junior,Unemployed,0.0,Promotion,Interview Preparation,LinkedIn,Free,6,5,13,1,Yes,62,3.4,25,2,20.5,3,5.8,No,,,Positive
MM1175,28,Male,MENA (Arab),Abu Dhabi,Bachelor's,Finance,Marketing & Media,13.0,Mid-Level,Unemployed,0.0,Salary Increase,Salary Negotiation,Google Search,Basic,7,7,13,1,Yes,69,3.3,4,1,23.5,1,6.3,No,13.0,No,Positive
MM1176,20,Female,Western,Dubai,Bachelor's,IT / Computer Science,Marketing & Media,2.7,Entry-Level,Employed,6900.0,Skill Development,Limited Professional Network,Referral,Free,11,8,0,1,No,59,3.4,10,3,-2.7,3,2.1,No,,,Limited
MM1177,24,Female,Western,Abu Dhabi,Master's,IT / Computer Science,Healthcare,0.9,Student / Fresh Grad,Student,0.0,Skill Development,Visa / Sponsorship,Instagram,Free,3,3,19,3,No,37,2.9,19,2,-8.4,2,1.0,No,,,Limited
MM1178,29,Male,MENA (Arab),Dubai,Bachelor's,Healthcare,Healthcare,2.1,Entry-Level,Employed,8100.0,Networking,Limited Professional Network,LinkedIn,Basic,9,17,38,1,Yes,86,2.6,1,4,23.1,7,6.0,No,19.0,No,Positive
MM1179,30,Male,Western,Dubai,Bachelor's,Engineering,Finance & Banking,3.4,Junior,Employed,9500.0,Job Placement,Visa / Sponsorship,LinkedIn,Basic,5,10,55,2,Yes,62,3.8,19,3,18.0,4,2.9,No,15.0,No,Limited
MM1180,30,Male,South Asian,Dubai,Bachelor's,Marketing,Finance & Banking,3.9,Junior,Employed,8100.0,Skill Development,Career Direction,Instagram,Free,13,10,64,1,No,61,4.2,5,2,12.7,1,2.5,No,,,Limited
MM1181,22,Female,Western,Abu Dhabi,Bachelor's,Marketing,Marketing & Media,0.5,Student / Fresh Grad,Student,0.0,Career Switch,Visa / Sponsorship,LinkedIn,Free,15,7,50,1,No,63,2.9,40,3,13.4,4,3.8,No,,,Limited
MM1182,32,Male,African,Dubai,Master's,Healthcare,Finance & Banking,1.9,Entry-Level,Unemployed,0.0,Skill Development,Salary Negotiation,LinkedIn,Free,6,9,14,1,Yes,57,3.2,8,1,1.0,3,5.0,No,,,Limited
MM1183,24,Male,South Asian,Dubai,Master's,Engineering,Technology / IT,9.3,Mid-Level,Employed,22900.0,Job Placement,Limited Professional Network,Google Search,Basic,9,6,27,1,No,55,4.1,33,1,0.8,2,3.9,Yes,10.0,No,Positive
MM1184,31,Female,East/SE Asian,Dubai,Master's,Marketing,Hospitality & Tourism,1.2,Entry-Level,Student,0.0,Career Switch,Skills Gap,LinkedIn,Free,5,8,36,1,Yes,61,3.0,22,2,0.3,4,3.9,No,,,Limited
MM1185,28,Female,African,Dubai,Master's,Business,Finance & Banking,5.2,Junior,Underemployed,6100.0,Skill Development,Visa / Sponsorship,LinkedIn,Basic,3,10,14,2,No,65,3.7,1,3,18.9,4,5.1,Yes,10.0,No,Positive
MM1186,21,Female,South Asian,Dubai,Bachelor's,Business,Marketing & Media,2.1,Entry-Level,Underemployed,4800.0,Promotion,Limited Professional Network,Instagram,Free,6,8,48,1,Yes,53,5.0,6,3,28.1,4,4.9,No,,,Positive
MM1187,26,Male,MENA (Arab),Sharjah,Bachelor's,IT / Computer Science,Marketing & Media,2.8,Entry-Level,Employed,9500.0,Job Placement,Visa / Sponsorship,Instagram,Basic,7,10,49,3,No,58,3.7,1,3,-9.8,4,2.1,No,15.0,No,Limited
MM1188,30,Male,East/SE Asian,Dubai,Bachelor's,Business,Logistics & Supply Chain,0.6,Student / Fresh Grad,Student,0.0,Promotion,Interview Preparation,Instagram,Free,4,2,12,2,Yes,59,3.4,10,0,11.4,1,4.4,No,,,Limited
MM1189,31,Female,African,Abu Dhabi,Master's,Other,Finance & Banking,2.3,Entry-Level,Underemployed,6000.0,Networking,Skills Gap,Referral,Free,5,5,31,1,No,40,3.6,25,2,-15.0,2,1.1,No,,,Limited
MM1190,27,Female,South Asian,Dubai,Master's,Arts & Humanities,Real Estate,3.4,Junior,Employed,11500.0,Job Placement,Salary Negotiation,Referral,Premium,11,15,43,2,Yes,71,3.9,26,2,41.1,3,8.1,No,6.0,Yes,Positive
MM1191,35,Male,South Asian,Dubai,Bachelor's,Business,Logistics & Supply Chain,2.7,Entry-Level,Employed,7700.0,Career Switch,Career Direction,Instagram,Free,7,5,10,1,Yes,63,3.1,5,3,17.4,4,4.5,No,,,Positive
MM1192,33,Female,Western,Dubai,Bachelor's,Healthcare,Real Estate,2.4,Entry-Level,Employed,10200.0,Salary Increase,Skills Gap,Instagram,Free,5,6,26,1,Yes,63,2.6,5,1,8.2,3,4.9,Yes,,,Positive
MM1193,27,Male,South Asian,Dubai,Master's,IT / Computer Science,Consulting,4.3,Junior,Underemployed,7200.0,Salary Increase,Career Direction,LinkedIn,Free,14,8,22,1,No,43,3.5,17,1,-10.8,3,2.5,No,,,Limited
MM1194,32,Male,South Asian,Dubai,Master's,Marketing,Healthcare,0.8,Student / Fresh Grad,Employed,3800.0,Job Placement,Limited Professional Network,Referral,Basic,2,11,57,2,Yes,72,3.9,1,2,20.3,4,5.2,Yes,14.0,No,Positive
MM1195,37,Male,South Asian,Dubai,Master's,Arts & Humanities,Real Estate,3.5,Junior,Employed,9600.0,Promotion,Visa / Sponsorship,Instagram,Free,3,7,26,1,Yes,56,3.2,24,2,8.7,1,4.6,No,,,Limited
MM1196,37,Male,South Asian,Dubai,Bachelor's,Finance,Technology / IT,0.3,Student / Fresh Grad,Underemployed,4800.0,Job Placement,Skills Gap,Google Search,Basic,12,7,29,2,No,71,4.4,16,3,-15.0,4,1.0,No,3.0,No,Limited
MM1197,22,Male,MENA (Arab),Ras Al Khaimah,Bachelor's,Business,Consulting,6.3,Mid-Level,Employed,17200.0,Salary Increase,Interview Preparation,Referral,Premium,4,12,52,1,Yes,79,4.4,6,2,29.8,3,5.2,Yes,8.0,No,Positive
MM1198,24,Female,MENA (Arab),Dubai,Bachelor's,Business,Finance & Banking,2.5,Entry-Level,Underemployed,5800.0,Career Switch,Skills Gap,Referral,Free,1,0,0,0,No,0,0.0,24,0,-7.2,1,1.0,No,,,Limited
MM1199,35,MALE,MENA (Arab),Dubai,Bachelor's,IT / Computer Science,Logistics & Supply Chain,5.0,Junior,Employed,11200.0,Career Switch,Skills Gap,Instagram,Free,3,9,24,1,No,35,3.0,23,1,-7.5,3,2.0,No,,,Limited
MM1200,23,Male,Western,Dubai,Master's,Other,Healthcare,0.1,Student / Fresh Grad,Student,0.0,Job Placement,Career Direction,University Partnership,Free,6,2,3,1,Yes,65,2.4,6,1,8.8,2,2.6,No,,,Limited
MM1201,22,Male,South Asian,Dubai,Bachelor's,Finance,Finance & Banking,4.5,Junior,Employed,15900.0,Promotion,Visa / Sponsorship,Instagram,Premium,7,20,79,1,Yes,85,3.6,1,6,30.9,6,7.4,No,5.0,No,Positive
MM1202,26,Male,South Asian,Abu Dhabi,Bachelor's,Engineering,Consulting,1.4,Entry-Level,Underemployed,4800.0,Job Placement,Salary Negotiation,Instagram,Premium,10,16,44,3,Yes,79,2.7,5,7,45.7,7,9.0,No,13.0,No,Positive
MM1203,30,Male,South Asian,Dubai,Bachelor's,Business,Real Estate,2.8,Entry-Level,Unemployed,0.0,Networking,Skills Gap,University Partnership,Free,1,1,0,1,No,45,2.1,24,1,-14.3,1,1.5,Yes,,,Limited
MM1204,28,Female,South Asian,Abu Dhabi,Bachelor's,Arts & Humanities,Technology / IT,4.5,Junior,Unemployed,0.0,Promotion,Skills Gap,Referral,Free,3,5,4,1,Yes,61,3.8,6,2,9.3,2,3.9,No,,,Positive
MM1205,25,Male,South Asian,Dubai,Bachelor's,Engineering,Retail,2.6,Entry-Level,Underemployed,5500.0,Promotion,Visa / Sponsorship,Instagram,Free,9,6,18,1,No,57,4.0,5,2,14.5,3,3.3,No,,,Limited
MM1206,25,Female,South Asian,Dubai,Diploma,Marketing,Consulting,4.1,Junior,Employed,11200.0,Networking,Visa / Sponsorship,LinkedIn,Basic,9,7,27,1,Yes,60,2.4,1,0,-15.0,3,1.0,No,2.0,No,Limited
MM1207,25,Female,South Asian,Ajman,Master's,Marketing,Healthcare,2.2,Entry-Level,Student,0.0,Job Placement,Visa / Sponsorship,LinkedIn,Free,4,7,24,1,No,56,3.2,9,0,-15.0,2,3.0,No,,,Limited
MM1208,24,Male,South Asian,Dubai,Bachelor's,Engineering,Logistics & Supply Chain,6.6,Mid-Level,Employed,14800.0,Job Placement,Salary Negotiation,Google Search,Premium,9,17,68,1,Yes,83,3.7,1,1,32.7,2,5.7,No,13.0,Yes,Positive
